Threshold;F1_Validation_Accuracy;Flat_Validation_Accuracy
0.0;6.722689075630252;0.0
0.1;6.722689075630252;0.0
0.2;6.722689075630252;0.0
0.30000000000000004;6.722689075630252;0.0
0.4;6.722689075630252;0.0
0.5;6.451612903225806;0.0
0.6000000000000001;0.0;0.0
0.7000000000000001;0.0;0.0
0.8;0.0;0.0
0.9;0.0;0.0
